Smiles,Standard Relation,Standard Units,Standard Value
C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,'=',nM,2500.0
CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1,'=',nM,340.0
CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1,'=',nM,810.0
O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C1CCCN1C(=O)OCc1ccccc1,'=',nM,6000.0
CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1[N+](=O)[O-].[Na+],'=',nM,49000.0
C=CCOc1c(OC)cc2oc(C)cc(=O)c2c1O,'=',nM,18010.0
N.O=C(O)c1cc(-c2ccc(CNc3ccc(Br)cc3)o2)ccc1O,'=',nM,35000.0
Cc1ccc(NC(=O)c2c(N=Cc3cccnc3)c(C#N)c3n2CCC3)cc1,'=',nM,160.0
CCOc1ccc(-c2cc(C(=O)OCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,1110.0
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,'=',nM,730.0
Cc1ccc(-n2cc(COc3ccc(/C=C4\SC(=S)NC4=O)cc3)nn2)cc1,'=',nM,410.0
O=C(N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,'=',nM,15000.0
O=C(O)C[C@H](NC(=O)[C@H](CS)NC(=O)c1ccc(F)cc1)C(=O)O,'=',nM,14000.0
COc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,2010.0
COCc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,'=',nM,68100.0
N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,'=',nM,360.0
Cc1cccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)c1,'=',nM,2700.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,'=',nM,500.0
O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(CC(=O)c3ccc(Br)cc3)nn2)cc1,'=',nM,110.0
Cc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,890.0
Cc1ccccc1-c1cc(C)n(S(=O)(=O)Oc2ccccc2)n1,'=',nM,11130.0
COc1ccc2c(c1)c(CC(=O)Oc1ccc(CCO)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,4600.0
COC(=O)CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,'=',nM,10310.0
COC(=O)CNC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,'=',nM,10340.0
COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,'=',nM,46000.0
CC[C@H](C)[C@H](Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C(=O)OC,'=',nM,6000.0
CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,'=',nM,24100.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,'=',nM,1980.0
CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,5.0
COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1OC,'=',nM,4280.0
CCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,1020.0
Cc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,17.0
N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,'=',nM,450.0
CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,'=',nM,320.0
CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,'=',nM,7900.0
CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,2.8
CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,'=',nM,310.0
COc1ccc(NC(=O)C(C)Oc2cc(=O)oc3ccccc23)cc1,'=',nM,38710.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCCC1,'=',nM,0.0
O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc([N+](=O)[O-])cc1,'=',nM,38.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)N(c3ccccc3)C2)cc1,'=',nM,1000.0
Cc1ccc(-c2c(Cl)c(CO[N+](=O)[O-])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,280.0
Cc1ccc(-c2cc(CCl)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,970.0
CS(=O)(=O)Nc1cc2c(cc1Sc1cccc(F)c1F)C(=O)CC2,'=',nM,50.0
CS(=O)(=O)c1ccc(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)cc1,'=',nM,180.0
COc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,'=',nM,1090.0
COc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)C2)cc1,'=',nM,1090.0
CCCCNc1cc(-c2n[nH]c(=S)o2)cc(S(N)(=O)=O)c1Oc1ccccc1,'=',nM,5730.0
C=CCn1c(-c2ccc(C)cc2)cs/c1=N\NC(=O)c1cc(NCCCC)c(Oc2ccccc2)c(S(N)(=O)=O)c1,'=',nM,1520.0
CS(=O)(=O)c1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)cc2C=O)cc1,'=',nM,17.0
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1,'=',nM,3324.0
NS(=O)(=O)c1ccc(C(=O)OCCn2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1,'=',nM,131.0
CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\c1c[nH]c2ccccc12,'=',nM,150.0
CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\c1cccc(OCc2ccccc2)c1,'=',nM,150.0
Cc1c(/C=N\O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,'=',nM,17300.0
CCCc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,'=',nM,1700.0
COc1ccc([C@H]2C(CN3CCN(c4ccc(OC)cc4)CC3)=NO[C@@H]3CCCC[C@H]23)cc1,'=',nM,1700.0
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3ccc(F)cc3)C2)cc1,'=',nM,2840.0
O=[N+]([O-])c1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',nM,9870.0
c1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',nM,6420.0
Cc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1,'=',nM,4680.0
CC1(C)CC(c2ccc(Cl)cc2)C(CN2CCC(c3noc4cc(F)ccc34)CC2)=NO1,'=',nM,4100.0
Fc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',nM,5210.0
CCOc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',nM,3500.0
Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,'=',nM,7130.0
COc1cccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccccc2)c1,'=',nM,1210.0
O=C(c1cc2cc(Cl)ccc2n1Cc1ccc(F)cc1)N1CCN(c2ccccc2)CC1,'=',nM,23.21
O=C(c1cc2ccccc2n1Cc1ccc(F)cc1)N1CCN(c2ncccn2)CC1,'=',nM,92.54
COc1cc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc(OC)c1OC,'=',nM,117440.0
CC1=c2c(OCc3nnc(SCC(=O)N4CCN(c5ncccn5)CC4)o3)nn(C)c(=O)c2=C(C)C1c1ccccc1,'=',nM,6800.0
CCCc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,'=',nM,100.0
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccsc3)S2)s1,'=',nM,250.0
N#Cc1ccc(-c2nc(N3CCOCC3)sc2C(=O)c2cccs2)cc1,'=',nM,90.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc(F)c2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1,'=',nM,280.0
COc1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)c(OC)c2occc12,'=',nM,520.0
CC(=O)Oc1ccccc1C(=O)OCCCCO[N+](=O)[O-],'=',nM,45000.0
CC(C(=O)O)c1ccc(NC2CCCC2)cc1F,'=',nM,21300.0
NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,'=',nM,1840.0
Cc1cc2c(c(C)c1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',nM,46.0
Cc1c(CC(=O)OC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,'=',nM,2500.0
COc1c(C(C)(C)C)cc(-c2nnc(S)s2)cc1C(C)(C)C,'=',nM,1500.0
CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)c(F)c2)cc1,'=',nM,970.0
CSc1nc2ccccc2n1-c1csc(NCC(C)=O)n1,'=',nM,69.0
CCOc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,8830.0
COc1ccc2c(c1)c(CC(=O)Nc1ccc(-c3ccccc3)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,500.0
COC(=O)[C@H](Cc1ccc(O)cc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,'=',nM,3000.0
COc1ccc2c(c1)c(CC(=O)Oc1ccc(F)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,75.0
COc1cc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,'=',nM,2930.0
CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(F)cc2)cc1,'=',nM,5850.0
Clc1ccc(/C=N/c2nnc(-c3ccccc3)o2)cc1,'=',nM,300.0
CS(=O)(=O)c1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CCCC1,'=',nM,280.0
Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)o1,'=',nM,3290.0
CCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,'=',nM,320.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1,'=',nM,7090.0
CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1,'=',nM,3.0
CS(=O)(=O)c1ccc(-c2ccccc2-c2ccccc2)cc1,'=',nM,11000.0
CCc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,'=',nM,2400.0
COc1ccc(C2SCC(=O)N2CCN2C(=O)CSC2c2ccc(OC)cc2)cc1,'=',nM,1120.0
CS(=O)(=O)c1ccc(-c2ccccc2-c2cccnc2)cc1,'=',nM,87000.0
C=CCN(CC=C)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,8010.0
CCCCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,20090.0
COc1ccc2c(c1)c(Cc1nc(-c3cccc(Br)c3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,8.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccc(F)cc2F)cc1,'=',nM,80.0
Cc1cc(C)c2c(=O)n(CCCC(=O)O)sc2n1,'=',nM,269153.48
Cc1c(CC(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,1700.0
Cc1ccc(N2C(=O)CS/C2=N\N=C/c2cn(-c3ccc(S(=O)(=O)/N=C/N(C)C)cc3)nc2-c2ccccc2)cc1,'=',nM,1160.0
NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,'=',nM,90000.0
CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2cccc(Cl)c2)cc1,'=',nM,0.8
O=c1c2ccccc2[se]n1-c1ccccc1,'=',nM,0.0
CC/C=C/C/C=C/C/C=C/C/C=C/CCSCCCC(=O)O,'=',nM,120000.0
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,'=',nM,64.0
O=C(c1ccccc1)n1cc(/C=N/c2ccc(C(F)(F)F)cc2)c2ccccc21,'=',nM,320.0
Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,'=',nM,450.0
COc1ccc(CNC(=O)c2ccccc2Nc2ccccc2)cc1,'=',nM,17430.0
Cc1c(Cl)cccc1Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,'=',nM,45010.0
COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)c(=O)o2)cc1,'=',nM,20.0
O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCN(c4ccccc4)CC3)n2)cc1,'=',nM,100000.0
Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,'=',nM,70000.0
O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(Br)cc3)n2)cc1,'=',nM,500.0
N#Cc1c(N=Cc2ccc3ccccc3c2)c(C(=O)Nc2ccccc2)n2c1CCC2,'=',nM,520.0
O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1ccccc1Nc1ccccc1,'=',nM,1340.0
CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,'=',nM,740.0
CC1=NN(C(=O)c2ccccc2O)C(=O)C1,'=',nM,151.4
Nc1ccc(-n2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,'=',nM,193000.0
CC(C(=O)O)c1ccc(-c2ccccc2)cc1,'=',nM,21.0
CC1NC(=O)c2ccccc2S1(=O)=O,'=',nM,423900.0
NS(=O)(=O)c1ccc(-n2nc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,'=',nM,1850.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NC3CCCCC3)cc2-c2ccccc2)cc1,'=',nM,2480.0
CSc1nc2ccccc2n1Cc1nnc2n1N=C(c1ccc(C)cc1)CS2,'=',nM,250.0
CCc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,'=',nM,414.0
Cc1ccnc(C(=O)c2[nH]c3ccc(C(C)(C)C)cc3c2CC(=O)O)c1,'=',nM,41.5
CCOc1cnc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)cc1CC,'=',nM,598.0
Cc1cc(-c2ccccn2)nn1S(=O)(=O)Oc1ccccc1,'=',nM,100.0
COc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,'=',nM,6210.0
Cc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,'=',nM,17500.0
Clc1ccc(-c2cc(-c3cn(-c4ccccc4)nc3-c3ccc(OCc4ccccc4)cc3)on2)cc1,'=',nM,1250.0
COc1ccc(-c2nc(C(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,'=',nM,65000.0
Cc1c(C(N)C(=O)OCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,820.0
CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1C(C)O,'=',nM,2340.0
CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1COCCO,'=',nM,540.0
Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,4440.0
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CCC4[C@@]5(C)[C@H](O)C[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,'=',nM,540000.0
Cc1c(C(=O)N2CCNCC2)nc2ccc(Cl)cc2c1O,'=',nM,2810.0
Cc1c(CC(=O)N[C@H](CO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',nM,57.0
Cc1c(CC(=O)OCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',nM,23.0
Cc1c(CCOCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',nM,430.0
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,'=',nM,690.0
CS(=O)(=O)Nn1c(Sc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2sc(-c3ccccc3)cc2c1=O,'=',nM,3400.0
CS(=O)(=O)c1ccc(C#Cc2ccc(=O)n(C(F)F)c2)cc1,'=',nM,5100.0
CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,'=',nM,100000.0
CC(=O)OC(C)O/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,3300.0
Oc1ccc([C@H]2Oc3ccc(/C=C/c4cc(O)cc(O)c4)cc3[C@@H]2c2cc(O)cc(O)c2)cc1,'=',nM,3700.0
Nc1nc(-c2ccc(Cl)cc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)n1,'=',nM,3990.0
O=C(O)C1=Cc2ccc(Cl)c(Cl)c2OC1C(F)(F)F,'=',nM,300000.0
Cc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,'=',nM,100000.0
Brc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,'=',nM,53.0
O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,'=',nM,210.0
O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccccc3)o2)cc1,'=',nM,94.0
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,'=',nM,230.0
O=c1c2ccccc2oc2c(O)c(O)ccc12,'=',nM,1890.0
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)O,'=',nM,50.0
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,'=',nM,2000.0
Nc1n[nH]c(/N=C2/C(=O)Nc3ccc(S(=O)(=O)N4CCCC4)cc32)c1/N=N/c1ccc(O)cc1,'=',nM,36550.0
Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,'=',nM,14800.0
Cc1cc(C)n2nc(N)c(/N=N/c3ccc(O)cc3)c2n1,'=',nM,46330.0
COC(=O)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,2730.0
CN(C)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,3360.0
COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(O)cc2)ccc1O,'=',nM,21360.0
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,'=',nM,9700.0
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,'=',nM,100.0
CN(C)c1ccc(/C=N/NC(=O)c2cnn(-c3ccc(S(N)(=O)=O)cc3)c2N)cc1,'=',nM,80.0
Nc1c(C(=O)N/N=C/c2cccs2)cnn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,60.0
COc1cc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc(OC)c1,'=',nM,3400.0
CC(C)(C)c1cc(/C=C2\OC(=O)NC2=O)cc(C(C)(C)C)c1O,'=',nM,34000.0
[11CH3]Oc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,8.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc([18F])cc3)n2)cc1,'=',nM,40.0
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2OC1C(F)(F)F,'=',nM,18.0
COc1ccccc1/C=C/C1=NN(c2ccc(F)cc2)C(=O)CC1,'=',nM,48.79
Cc1cccc(/C=C/C2=NN(c3ccc(F)cc3)C(=O)CC2)c1,'=',nM,52.34
Cn1ccc2cc(CCCO)c(O)c(C(=O)OCC(F)(F)F)c21,'=',nM,237100.0
NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(Cl)cc2)cc1,'=',nM,2640.0
C[Si](C)(C)c1c(-c2ccccc2)noc1-c1ccc(S(N)(=O)=O)cc1,'=',nM,11050.0
CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,'=',nM,2110.0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,'=',nM,8800.0
CC(C(=O)O)c1ccc(C[C@H]2CCC[C@H]2O)cc1,'=',nM,12200.0
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1,'=',nM,3600.0
Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1,'=',nM,8000.0
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,'=',nM,130000.0
CC1=CCC[C@H]2[C@](C)(Cc3cc(O)ccc3O)[C@@H](C)CC[C@]12C,'=',nM,2300.0
CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,'=',nM,20.0
O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,'=',nM,36370.0
N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(Cl)cc1,'=',nM,189.77
CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,'=',nM,32.0
CCCC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,'=',nM,3300.0
[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,'=',nM,61.0
[2H]C([2H])([2H])c1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,63.0
O=C(/C=C/C1=Cc2c(ccc3ccccc23)OC1)c1ccc(C(F)(F)F)cc1,'=',nM,330.0
O=C(/C=C/C1=Cc2c(ccc3ccccc23)OC1)c1ccc([N+](=O)[O-])cc1,'=',nM,250.0
CCc1ccc(C(=O)/C=C/C2=Cc3c(ccc4ccccc34)OC2)cc1,'=',nM,430.0
COc1cc(C2CC(c3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC,'=',nM,2860.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,460.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,35000.0
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(F)cc2)cc1,'=',nM,15320.0
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,'=',nM,60000000.0
CC/C=C/C/C=C/C/C=C/C/C=C/CC/C=C/COCC(=O)O,'=',nM,180000.0
COC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)OCc1ccccc1,'=',nM,5000.0
COC(=O)c1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,'=',nM,1000.0
O=C(O)CCCc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccccc2)o1,'=',nM,420.0
COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@]8(C)[C@H]9CC=C%10[C@@H]%11CC(C)(C)CC[C@]%11(C(=O)O[C@@H]%11O[C@H](CO[C@@H]%12O[C@H](CO)[C@@H](O[C@@H]%13O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@@H](O)[C@H](O)[C@H]%11O)CC[C@@]%10(C)[C@]9(C)CC[C@H]8C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,'=',nM,8500.0
CC(C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1)N1CCOCC1,'=',nM,122.8
Cc1cc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)ccc1Br,'=',nM,300.0
CC(C)[C@@H]1CC[C@]2(C)[C@@H]3C(C=C4[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]42C)OC(=O)CC[C@]31C,'=',nM,650000.0
COOC[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@@H]4CCc5cc(O)c(O)cc5[C@]4(C)CC[C@@]3(C)C2C1,'=',nM,430000.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2cccc(F)c2)cc1,'=',nM,230.0
O=Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,730.0
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1F,'=',nM,4230.0
COc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,240.0
Cc1ncccc1Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,'=',nM,1960.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2Cl)cc1,'=',nM,351.0
CS(=O)(=O)c1ccc(C2NN=C(c3ccc([N+](=O)[O-])cc3)O2)cc1,'=',nM,480.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2C=O)cc1,'=',nM,13777.0
