Smiles,Standard Relation,Standard Units,Standard Value
COc1ccc2c(c1)c(CCNS(=O)(=O)CCCO)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,1100.0
CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,'=',nM,140.0
CC1(C)OC(=O)C(Oc2ccc3[nH]ccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,240.0
CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(N)cc3)cc(C(F)(F)F)n2)cc1,'=',nM,211.3
Cc1cccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)c1,'=',nM,1930.0
C/C(=N\NC(N)=O)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,'=',nM,340.0
CC(C)(C)c1cc(-c2nnc(S)s2)cc(C(C)(C)C)c1O,'=',nM,5500.0
CC1(C)OC(=O)C(Oc2cccc3cnccc23)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,260.0
CC(C)(C)c1cc(C(=O)c2ccccc2)cc2c1OCC2(C)C,'=',nM,7.0
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(Cl)c(Cl)c4)n3)c2)CCOCC1,'=',nM,700.0
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(F)cc4)n3)c2)CCOCC1,'=',nM,960.0
CS(=O)(=O)c1ccc(-n2nc(COc3cc(F)cc(C#N)c3)cc2-c2ccccc2)cc1,'=',nM,570.0
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccccc4)n3)c2)CCOCC1,'=',nM,610.0
CC1(O)OC(=O)C(c2ccc(F)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,110.0
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(Cl)cc4)n3)c2)CCOCC1,'=',nM,930.0
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,110.0
Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,'=',nM,2100.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,'=',nM,1800.0
COc1cc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,'=',nM,21930.0
Cc1ccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)cc1,'=',nM,20.0
O=C(O)C1=Cc2c(ccc(Cl)c2Cl)OC1C(F)(F)F,'=',nM,10.0
CCc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,28800.0
O=C(O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F,'=',nM,10.0
CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,70.0
CC(C(=O)O)c1ccc(-c2ccc3[nH]ccc3c2)cc1,'=',nM,190.0
CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1,'=',nM,280.0
Cc1ccccc1OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,'=',nM,100.0
CS(=O)(=O)c1ccc(-c2nn(CCc3ccccc3)cc2-c2ccc(F)cc2)cc1,'=',nM,530.0
Brc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1,'=',nM,2750.0
Cc1cccc(/C=C/C2=NNC(=O)CC2)c1,'=',nM,18.35
Cc1cccc(/C=C/c2ccc(=O)n(-c3ccc(F)cc3)n2)c1,'=',nM,36.54
COc1cccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)c1,'=',nM,920.0
COc1ccc(Nc2nc(-c3ccc(C)c(C)c3)cs2)cc1,'=',nM,1200.0
COc1ccc(-c2nc(-c3ccccc3Cl)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,'=',nM,2480.0
COc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,'=',nM,17100.0
CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1,'=',nM,420.0
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,'=',nM,6870684.4
NS(=O)(=O)c1ccc(N2C(=O)/C(=C\c3ccccc3Cl)N=C2c2ccc(Cl)cc2)cc1,'=',nM,860.0
Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,76.0
N#Cc1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1,'=',nM,5600.0
COC(=O)[C@@H](C)NC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,'=',nM,6000.0
Cc1cn2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2nc1C,'=',nM,2133.0
C/C=C/c1cncc(-c2ccc(C(C)C(=O)O)cc2)c1,'=',nM,670.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(F)c3)C(=O)CC2)cc1,'=',nM,15.0
NS(=O)(=O)c1ccc(/N=C/c2ccc(C(F)(F)F)cc2)cc1,'=',nM,4600.0
NS(=O)(=O)c1ccc(/N=C/c2ccc(F)cc2)cc1,'=',nM,2220.0
C/C(=N\N=C1\CCC(=O)N1C)c1cc2ccccc2oc1=O,'=',nM,310.0
Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,'=',nM,18.0
CC[S+]([O-])c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,37.6
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc(F)cc2)cc1,'=',nM,440.0
Cc1ccc(-c2cc(C(=O)OCCOc3cc(=O)oc4ccccc34)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,490.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2cccc(F)c2)cc1,'=',nM,300.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc([N+](=O)[O-])cc2)cc1,'=',nM,330.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2cccc(F)c2)cc1,'=',nM,860.0
COC(=O)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,3720.0
COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,4140.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,130.0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1C(F)(F)F,'=',nM,166.0
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,'=',nM,20.0
Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,527.8
Cc1c(Cl)nc(-c2ccc(S(C)(=O)=O)cc2)nc1NCc1ccc(F)cc1,'=',nM,68.8
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1OC,'=',nM,1020.0
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(OC)cc3)on2)cc1,'=',nM,650.0
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cn1,'=',nM,51.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2OCC(F)(F)F)cc1,'=',nM,500.0
CS(=O)(=O)c1ccc(-n2cc(CSc3ccc(Cl)cc3)nc2-c2ccc(Cl)cc2)cc1,'=',nM,50.0
COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,250.0
CCSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1,'=',nM,2000.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(C(F)(F)F)cc3)C2)cc1,'=',nM,980.0
Cc1c(C(=O)NC(CO)Cc2ccccc2)nc2ccc(Cl)cc2c1O,'=',nM,2780.0
Brc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',nM,39000.0
COc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3ncnn23)c1,'=',nM,257039578.28
COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',nM,42000.0
COc1ccc2c(c1)c(Cc1nc(-c3ccc(Br)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,'=',nM,30.0
CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccccc2)cc1,'=',nM,200.0
Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1,'=',nM,43000.0
CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1F.[Na+],'=',nM,14000.0
Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,'=',nM,4700.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(Cl)cc3)nc2-c2ccccc2)cc1,'=',nM,470.0
CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,3.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1,'=',nM,3.0
COc1ccc2c(c1)c(Cc1nc(-c3ccc(F)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,12.0
Cc1ccc(Nc2c(F)cccc2Cl)c(CNS(=O)(=O)C(F)(F)F)c1,'=',nM,400.0
Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',nM,3.02
N#Cc1c(/N=C/c2ccc(Cl)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',nM,7530.0
CCc1ccc(C(=O)/C=C/C2=Cc3ccccc3OC2)cc1,'=',nM,390.0
CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,'=',nM,7.0
CO[C@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@H]1O,'=',nM,6020.0
CC(S)CN1c2ccccc2Sc2ccccc21,'=',nM,4000.0
CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OC)CC1)C2=O,'=',nM,44500.0
CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,9080.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,'=',nM,12960.0
CCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,8990.0
O=S(=O)(Nc1ccncc1Nc1ccc(F)cc1)C(F)(F)F,'=',nM,300.0
COC(=O)CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC,'=',nM,3630.0
CSc1nc2ccccc2n1-c1csc(N)n1,'=',nM,230.0
CSc1nc2ccccc2n1-c1csc(NC(=O)c2ccc(C)cc2)n1,'=',nM,260.0
O=[N+]([O-])c1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,'=',nM,60.0
Clc1cccc(-n2cc(CSc3nc4ccccc4o3)nn2)c1,'=',nM,4630.0
CC(C)(C)c1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',nM,3850.0
O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccc(Cl)c(Cl)c1,'=',nM,70.0
O=c1c2ccccc2nc(SCc2cc(-c3ccc(Cl)cc3)no2)n1-c1ccc(Br)cc1,'=',nM,560.0
O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1,'=',nM,102000.0
Cc1ccccc1C1C2CCc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,'=',nM,3280.0
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,'=',nM,7240.0
CS(=O)(=O)c1ccc(-c2sccc2-c2ccc(F)cc2)cc1,'=',nM,4300.0
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,'=',nM,2180.0
COc1ccc2c(c1)c(Cc1nc(-c3ccc4ccccc4c3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,7.0
N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,'=',nM,10.0
CC1(C)OC(=O)C(Oc2ccccn2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,120.0
CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,'=',nM,2000.0
C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,'=',nM,3600.0
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],'=',nM,840.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,'=',nM,3.0
N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccccc1,'=',nM,82.99
CCOC(=O)c1csc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n12,'=',nM,900.0
COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,21.0
CC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',nM,110.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,'=',nM,150.0
COC(=O)[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',nM,400.0
Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,'=',nM,4150.0
CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,6.0
Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,51000.0
COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Br)cc1,'=',nM,3720.0
Cc1cc(=O)c(Oc2ccc(F)c(F)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,4430.0
COC(=O)/C(=C/c1ccc(C(F)(F)F)cc1)CSc1nc2ccccc2o1,'=',nM,2950.0
CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,16430.0
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3c2CCCC3)cc1,'=',nM,19000.0
O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,'=',nM,27400.0
O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,'=',nM,90.0
N#Cc1ccc(-c2cs/c(=N\C(=O)c3cccs3)n2-c2ccccc2)cc1,'=',nM,90.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccc(Br)cc1,'=',nM,220.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccccc1,'=',nM,220.0
O=C(/C=C/c1cccs1)c1cccc(-n2cnnn2)c1,'=',nM,100.0
CC(=O)Oc1cc2oc(-c3ccc(F)cc3)cc2cc1-c1c[se]nn1,'=',nM,50.0
CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1,'=',nM,50.0
CCCCNc1cc(C(=O)N/N=c2\scc(-c3ccc(OC)cc3)n2-c2ccc(Br)cc2)cc(S(N)(=O)=O)c1Oc1ccccc1,'=',nM,1520.0
O=Cc1cn(-c2ccc(Br)cc2)nc1-c1ccc(Br)cc1,'=',nM,17.0
COc1ccc2c(c1)c(CC(=O)Oc1cccc3ccccc13)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,5000.0
Cc1c(C2=NNC(c3ccccc3)C2)nnn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,2610.0
C/C(=N\NC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C)c1cc2ccccc2o1,'=',nM,2610.0
Cc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,'=',nM,190.0
COc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,'=',nM,190.0
CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,'=',nM,100.0
Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,141.25
CC(C)(C)c1cc(C(=O)C[S+]([O-])CC2CC2)cc2c1OCC2(C)C,'=',nM,4000.0
CS(=O)(=O)c1ccc(-n2cc(CC#N)nc2-c2ccc(Cl)cc2)cc1,'=',nM,1540.0
Cc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,'=',nM,440.0
COC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,'=',nM,33000.0
COc1ccc2c(c1)c(CC(=O)OCCC1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,1000.0
CS(=O)(=O)c1ccc(-c2[nH]c([N+](=O)[O-])cc2-c2ccc(F)cc2)cc1,'=',nM,63000.0
Cn1ccc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,'=',nM,20000.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cc3ccccc3o2)cc1,'=',nM,890.0
CC(C)(C)c1cc(/C=C2\SC(NO)=NC2=O)cc(C(C)(C)C)c1O,'=',nM,1500.0
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,'=',nM,2300.0
COc1ccc(-c2noc(C)c2-c2ccc(OC)cc2)cc1,'=',nM,350.0
Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,'=',nM,20.0
CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2ccc(Cl)cc2)cc1,'=',nM,8350.0
CS(=O)(=O)c1ccc(-n2cc(C=O)nc2-c2ccc(Cl)cc2)cc1,'=',nM,1600.0
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,'=',nM,15.0
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,'=',nM,80.0
CCc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,'=',nM,28.18
O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccc(Cl)cc1,'=',nM,600.0
Nc1nc(-c2ccccc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)n1,'=',nM,2800.0
NS(=O)(=O)c1ccc(-n2ncc([N+](=O)[O-])c2-c2ccccc2)cc1,'=',nM,288.4
CCOC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,'=',nM,23000.0
Cc1ncccc1-c1ncc(Cl)cc1-c1ccc(S(C)(=O)=O)cc1,'=',nM,1330.0
CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',nM,320.0
CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(F)cc2)cc1,'=',nM,280.0
CNS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'=',nM,7200.0
CS(=O)(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,'=',nM,1000.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(C#N)cc3)CCC2)cc1,'=',nM,77900.0
CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,10.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,'=',nM,865.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1,'=',nM,3.0
COc1ccc(-c2nc(C)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,'=',nM,28.0
CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',nM,60.0
Cc1ccc2c(c1)C1=C(c3ccc(S(C)(=O)=O)cc3)C(=O)OC1CC2,'=',nM,665.0
CC1C(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)ON1C,'=',nM,31.6
Cc1cc(=O)c(Oc2ccc(Cl)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,190.0
CCONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,'=',nM,3200.0
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,'=',nM,85.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,'=',nM,53.0
CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2,'=',nM,10330.0
CCOC(=O)c1cnn(-c2ccccn2)c1-n1nnc2ccccc2c1=O,'=',nM,20000.0
CC1(C)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,70.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,'=',nM,80.0
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c3ccccc32)cc1,'=',nM,970.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1,'=',nM,2.0
NS(=O)(=O)c1ccc(-c2sccc2-c2ccc(F)cc2)cc1,'=',nM,670.0
O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)nn2)cc1,'=',nM,110.0
C=C1C(=O)O[C@@H]2C[C@@]3(C)C=CC(=O)C(=C)[C@@H]3C[C@H]12,'=',nM,400.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCc2ccco2)cc1,'=',nM,9670.0
CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',nM,4560.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,'=',nM,11120.0
CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,'=',nM,7900.0
O=S(=O)(Nc1ccncc1Oc1ccccc1)C(F)(F)F,'=',nM,620.0
CCSc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,833335724.28
CC(Nc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1)c1ccccc1,'=',nM,1916461.06
CS(=O)(=O)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,'=',nM,9.2
CS(=O)(=O)c1ccc(-c2nc(O)cc(NCc3cccs3)n2)cc1,'=',nM,79.4
CC(C)(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,31.1
CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,93.9
Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,3980.0
CS(=O)(=O)c1ccc(-c2nc(SCc3cccs3)cc(C(F)(F)F)n2)cc1,'=',nM,4.1
CC(C)CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,789.8
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Cl)cc1,'=',nM,2280.0
O=C(O)Cc1cccn1-c1ccccc1F,'=',nM,6200.0
CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',nM,140.0
CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',nM,1130.0
O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,'=',nM,740.0
CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,454.5
CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,46.0
NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,'=',nM,5.15
CN(c1ccccc1)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,'=',nM,85.0
CS(=O)(=O)c1ccc(-c2cnc(C(O)c3ccccc3)nc2-c2ccc(F)cc2)cc1,'=',nM,57.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,'=',nM,1100.0
CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,'=',nM,0.5998
NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,'=',nM,0.08995
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,'=',nM,190.0
C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,'=',nM,470.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,'=',nM,272.0
COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,'=',nM,6800.0
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,'=',nM,2900.0
O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)o1,'=',nM,63.0
O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2,'=',nM,7500.0
CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,'=',nM,44500.0
COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,'=',nM,3100.0
COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,50.0
CN1CC(c2ccccc2)=C(c2ccc(F)cc2)O1,'=',nM,4960.0
